stock,isin,sector,timeframe,mode,status,exit_reason,regime,fib_class,zoi_position,signal_date,signal_close,planned_entry,stop_loss,target,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
SONACOMS,INE073K01018,auto,1d,FIB,LOSS,SL,BULL,IN_POCKET_RISING,,2024-03-27,681.45,681.45,647.38,749.6,2024-03-28,681.79,2024-04-08,647.08,146,99541,7,11,-1.01,0.94,-5068
SONACOMS,INE073K01018,auto,1d,FIB,WIN,TARGET,BEAR,IN_POCKET_RISING,,2024-05-16,605.05,605.05,574.8,665.55,2024-05-17,605.35,2024-06-03,674.66,165,99883,12,17,2.27,2.31,11436
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,TIME,BEAR,,FAR_ABOVE_DEMAND,2022-01-03,740.55,740.55,547.28,1127.1,2022-01-05,740.92,2022-02-16,650.92,134,99283,30,42,-0.46,0.28,-12059
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,NEUTRAL,,RECOVERED_INTO_DEMAND_RISING,2022-02-16,651.25,651.25,618.84,716.05,2022-02-17,651.58,2022-02-22,614.69,153,99691,4,5,-1.13,0.41,-5643
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TIME,BEAR,,NEAR_ABOVE_DEMAND_RISING,2022-03-02,621.8,621.8,546.36,772.7,2022-03-03,622.11,2022-04-18,622.24,160,99538,30,46,0,1.12,20
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TARGET,BEAR,,IN_DEMAND_RISING,2022-05-30,549.35,549.35,519.53,609,2022-05-31,548.27,2022-06-10,608.7,182,99786,9,10,2.1,2.11,10997
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,TIME,BEAR,,NEAR_ABOVE_DEMAND_RISING,2022-06-16,569.5,569.5,520.12,668.25,2022-06-17,569.28,2022-07-28,563.37,175,99625,30,41,-0.12,0.47,-1035
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,RECOVERED_ABOVE_DEMAND_RISING,2022-08-02,586.9,586.9,545.88,668.95,2022-08-03,587.19,2022-08-17,545.63,170,99823,9,14,-1.01,0.48,-7066
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_RISING,2022-08-23,532.7,532.7,487.98,622.15,2022-08-24,532.97,2022-09-21,487.76,187,99665,20,28,-1.01,0.34,-8454
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,NEUTRAL,,IN_DEMAND_RISING,2022-10-06,474.15,474.15,436.3,549.85,2022-10-07,473.74,2022-11-21,436.08,211,99958,30,45,-1.01,0.62,-7945
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,FAR_ABOVE_DEMAND,2022-11-25,442.55,442.55,404.78,518.1,2022-11-28,442.02,2022-12-23,404.6,226,99897,20,25,-1,1.12,-8458
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TARGET,BEAR,,NEAR_ABOVE_DEMAND_RISING,2023-03-15,423.05,423.05,398.86,471.45,2023-03-16,423.26,2023-04-20,471.21,236,99890,22,35,1.96,3.09,11317
SONACOMS,INE073K01018,auto,1d,ZOI,NO_FILL,,,,,2023-04-28,,,,,,,,,,,,,,,
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TARGET,BULL,,NEAR_ABOVE_DEMAND_RISING,2023-05-02,487.15,487.15,453.6,554.25,2023-05-03,486.14,2023-05-12,569.72,205,99659,8,9,2.57,2.7,17132
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,RECOVERED_ABOVE_DEMAND_RISING,2023-05-12,534,534,511.71,578.6,2023-05-15,534.27,2023-05-31,511.44,187,99908,13,16,-1.01,1.74,-4268
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,RECOVERED_ABOVE_DEMAND_RISING,2023-08-23,586.8,586.8,560.53,639.35,2023-08-25,587.09,2023-10-09,560.27,170,99806,30,45,-1.01,1.16,-4560
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TIME,BEAR,,FAR_ABOVE_DEMAND,2023-10-27,551.2,551.2,483.57,686.45,2023-10-30,551.48,2023-12-11,569.72,181,99817,30,42,0.27,0.77,3301
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,IN_DEMAND_RISING,2023-12-18,562.7,562.7,547.99,592.1,2023-12-19,562.98,2023-12-20,547.73,177,99648,2,1,-1.02,0.32,-2700
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TARGET,BULL,,NEAR_ABOVE_DEMAND_RISING,2024-01-20,587.05,587.05,567.31,626.55,2024-01-23,587.34,2024-02-01,626.24,170,99848,7,9,1.94,6.56,6612
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-02-01,629.25,629.25,567.26,753.2,2024-02-02,629.56,2024-03-14,638.58,158,99471,30,41,0.14,1.43,1425
SONACOMS,INE073K01018,auto,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_RISING,2024-03-22,691.45,691.45,614.73,844.9,2024-03-26,690.24,2024-05-02,614.44,144,99395,24,37,-1,0.34,-10916
SONACOMS,INE073K01018,auto,1d,ZOI,WIN,TIME,BULL,,RECOVERED_ABOVE_DEMAND_RISING,2024-05-22,633.1,633.1,592.85,713.6,2024-05-23,633.42,2024-07-04,666.57,157,99446,30,42,0.82,1.25,5205
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,BEAR,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2022-01-03,740.55,740.55,391.86,1437.95,2022-01-05,740.92,2022-02-16,650.92,134,99283,30,42,-0.26,0.15,-12059
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,NEUTRAL,NEAR_ABOVE_POCKET_RISING,RECOVERED_INTO_DEMAND_RISING,2022-02-16,651.25,651.25,601.3,751.15,2022-02-17,651.58,2022-02-24,601,153,99691,6,7,-1.01,0.27,-7738
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TIME,BEAR,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2022-03-02,621.8,621.8,546.36,772.7,2022-03-03,622.11,2022-04-18,622.24,160,99538,30,46,0,1.12,20
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,NEUTRAL,IN_POCKET_RISING,NEAR_BELOW_SUPPLY,2022-04-21,664.7,664.7,631.47,731.15,2022-04-22,657.03,2022-04-29,631.13,152,99868,6,7,-1.01,1.21,-3936
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TARGET,BEAR,BELOW_POCKET_RISING,IN_DEMAND_RISING,2022-05-30,549.35,549.35,519.53,609,2022-05-31,548.27,2022-06-10,608.7,182,99786,9,10,2.1,2.11,10997
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,BEAR,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2022-06-16,569.5,569.5,520.12,668.25,2022-06-17,569.28,2022-07-28,563.37,175,99625,30,41,-0.12,0.47,-1035
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,BULL,IN_POCKET_RISING,IN_DEMAND_RISING,2022-08-11,562.05,562.05,533.95,618.25,2022-08-12,562.33,2022-08-17,533.68,177,99533,3,5,-1.01,0.48,-5071
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,BULL,SHALLOW_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2022-08-23,532.7,532.7,340.66,916.75,2022-08-24,532.97,2022-10-06,473.91,187,99665,30,43,-0.31,0.08,-11043
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,NEUTRAL,SHALLOW_ABOVE_POCKET,IN_DEMAND_RISING,2022-10-06,474.15,474.15,335.31,751.85,2022-10-07,473.74,2022-11-21,437.58,211,99958,30,45,-0.26,0.17,-7629
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,BULL,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2022-11-25,442.55,442.55,355.03,617.6,2022-11-28,442.02,2023-01-06,417.29,226,99897,30,39,-0.28,0.48,-5589
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TIME,BEAR,SHALLOW_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2023-03-15,423.05,423.05,349.11,570.9,2023-03-16,423.26,2023-05-03,489.26,236,99890,30,48,0.89,1.02,15575
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,TIME,BULL,SHALLOW_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2023-05-23,529.85,529.85,463.16,663.25,2023-05-24,530.11,2023-07-05,515.54,188,99662,30,42,-0.22,0.65,-2740
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,BULL,IN_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2023-09-12,583.65,583.65,554.47,642,2023-09-13,583.94,2023-10-09,554.17,171,99854,17,26,-1.01,1.16,-5091
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TIME,BEAR,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2023-10-27,551.2,551.2,424.46,804.7,2023-10-30,551.48,2023-12-11,569.72,181,99817,30,42,0.14,0.41,3301
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,BULL,IN_POCKET_RISING,IN_DEMAND_RISING,2023-12-18,562.7,562.7,541.36,605.4,2023-12-19,562.98,2023-12-20,541.08,177,99648,2,1,-1.01,0.22,-3877
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TARGET,BULL,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2024-01-20,587.05,587.05,567.31,626.55,2024-01-23,587.34,2024-02-01,626.24,170,99848,7,9,1.94,6.56,6612
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TIME,BULL,RECOVERED_ABOVE_POCKET,FAR_ABOVE_DEMAND,2024-02-01,629.25,629.25,567.26,753.2,2024-02-02,629.56,2024-03-14,638.58,158,99471,30,41,0.14,1.43,1425
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,LOSS,SL,BULL,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2024-03-22,691.45,691.45,614.73,844.9,2024-03-26,690.24,2024-05-02,614.44,144,99395,24,37,-1,0.34,-10916
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TARGET,BEAR,IN_POCKET_RISING,NEAR_BELOW_SUPPLY,2024-05-16,605.05,605.05,574.8,665.55,2024-05-17,605.35,2024-06-03,674.66,165,99883,12,17,2.27,2.31,11436
SONACOMS,INE073K01018,auto,1d,FIB_ZOI,WIN,TIME,BULL,RECOVERED_ABOVE_POCKET,FAR_ABOVE_DEMAND,2024-06-06,657,657,591.6,787.8,2024-06-07,655.33,2024-07-22,707.65,152,99610,30,45,0.82,1.71,7952
SONACOMS,INE073K01018,auto,1w,FIB,LOSS,SL,BEAR,IN_POCKET_RISING,,2023-01-30,444.8,444.8,422.56,489.3,2023-02-06,441.22,2023-03-13,414.04,226,99716,25,35,-1.46,1.97,-6142
SONACOMS,INE073K01018,auto,1w,FIB,LOSS,SL,BULL,IN_POCKET_RISING,,2023-11-13,585.8,585.8,559.15,639.1,2023-11-20,586.09,2023-11-28,558.87,170,99636,6,8,-1.01,0.46,-4628
SONACOMS,INE073K01018,auto,1w,ZOI,LOSS,SL,NEUTRAL,,NEAR_ABOVE_DEMAND_RISING,2022-03-21,662.35,662.35,562.25,862.55,2022-03-28,662.68,2022-05-11,561.97,150,99402,30,44,-1,0.37,-15107
SONACOMS,INE073K01018,auto,1w,ZOI,LOSS,TIME,BEAR,,NEAR_ABOVE_DEMAND_RISING,2023-01-23,451.6,451.6,388.62,577.55,2023-01-30,451.83,2023-03-13,406,221,99854,30,42,-0.73,0.41,-10128
SONACOMS,INE073K01018,auto,1w,ZOI,WIN,TARGET,NEUTRAL,,NEAR_ABOVE_DEMAND_RISING,2023-04-10,444.35,444.35,390.16,552.75,2023-04-17,444.12,2023-05-11,552.47,225,99927,18,24,2.01,2.41,24379
SONACOMS,INE073K01018,auto,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2023-07-17,572.1,572.1,389.67,936.95,2023-07-24,572.39,2023-09-04,582.96,174,99595,30,42,0.06,0.29,1840
SONACOMS,INE073K01018,auto,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2023-11-13,585.8,585.8,389.51,978.4,2023-11-20,586.09,2024-01-02,641.38,170,99636,30,43,0.28,0.37,9399
SONACOMS,INE073K01018,auto,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2024-01-01,647.1,647.1,388.9,1163.5,2024-01-08,647.42,2024-02-19,614.49,154,99703,30,42,-0.13,0.01,-5071
SONACOMS,INE073K01018,auto,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2024-02-26,694.2,694.2,569.04,944.5,2024-03-04,694.55,2024-04-19,680.91,143,99320,30,46,-0.11,0.17,-1950
SONACOMS,INE073K01018,auto,1w,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_RISING,2024-05-27,651.1,651.1,568.2,816.9,2024-06-04,651.43,2024-07-16,713.79,153,99668,30,42,0.75,1.36,9542
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,LOSS,TIME,NEUTRAL,SHALLOW_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2022-03-21,662.35,662.35,383.11,1220.85,2022-03-28,662.68,2022-05-11,562.57,150,99402,30,44,-0.36,0.13,-15017
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,LOSS,TIME,BEAR,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2023-01-23,451.6,451.6,388.62,577.55,2023-01-30,451.83,2023-03-13,406,221,99854,30,42,-0.73,0.41,-10128
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,WIN,TARGET,NEUTRAL,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2023-04-10,444.35,444.35,390.16,552.75,2023-04-17,444.12,2023-05-11,552.47,225,99927,18,24,2.01,2.41,24379
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,WIN,TIME,BULL,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2023-07-24,565.1,565.1,389.48,916.35,2023-07-31,556.08,2023-09-11,605,179,99538,30,42,0.29,0.42,8757
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,WIN,TIME,BULL,IN_POCKET_RISING,FAR_ABOVE_DEMAND,2023-11-13,585.8,585.8,389.51,978.4,2023-11-20,586.09,2024-01-02,641.38,170,99636,30,43,0.28,0.37,9399
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,WIN,TIME,BULL,RECOVERED_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2024-02-05,619.35,619.35,542.49,773.05,2024-02-12,619.66,2024-03-22,691.1,161,99765,30,39,0.93,1.29,11503
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,LOSS,SL,BULL,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2024-03-26,705.95,705.95,567.77,982.3,2024-04-02,689.94,2024-05-13,567.47,144,99352,27,41,-1,0.13,-17637
SONACOMS,INE073K01018,auto,1w,FIB_ZOI,WIN,TIME,BULL,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2024-05-27,651.1,651.1,568.2,816.9,2024-06-04,651.43,2024-07-16,713.79,153,99668,30,42,0.75,1.36,9542
ARE&M,INE885A01032,auto,1d,FIB,LOSS,SL,NEUTRAL,IN_POCKET_RISING,,2022-02-02,638.15,638.15,614.79,684.9,2022-02-03,638.47,2022-02-08,614.49,156,99601,4,5,-1.01,0.2,-3740
ARE&M,INE885A01032,auto,1d,FIB,LOSS,SL,BEAR,IN_POCKET_RISING,,2022-05-30,504.1,504.1,486.03,540.25,2022-05-31,504.35,2022-06-13,485.81,198,99862,10,13,-1.01,0.36,-3672
ARE&M,INE885A01032,auto,1d,FIB,LOSS,SL,BULL,IN_POCKET_RISING,,2022-08-30,509.15,509.15,483.69,560.05,2022-09-01,509.4,2022-09-26,483.46,196,99843,18,25,-1.01,1.63,-5085
ARE&M,INE885A01032,auto,1d,FIB,WIN,TARGET,BEAR,IN_POCKET_RISING,,2023-03-23,572.3,572.3,543.68,629.55,2023-03-24,572.59,2023-05-08,629.24,174,99630,27,45,1.96,2.26,9857
ARE&M,INE885A01032,auto,1d,FIB,WIN,TARGET,BULL,IN_POCKET_RISING,,2023-08-17,622.3,622.3,597.77,671.35,2023-08-21,622.61,2023-09-08,671.01,160,99618,15,18,1.95,2.07,7745
ARE&M,INE885A01032,auto,1d,FIB,LOSS,SL,BULL,IN_POCKET_RISING,,2023-09-28,638.15,638.15,606.24,701.95,2023-09-29,638.47,2023-10-25,605.95,156,99601,17,26,-1.01,0.69,-5073
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,SL,BEAR,,NEAR_ABOVE_DEMAND_RISING,2022-01-03,638.05,638.05,583.41,747.3,2022-01-04,638.37,2022-02-14,583.11,156,99586,29,41,-1.01,0.48,-8621
ARE&M,INE885A01032,auto,1d,ZOI,NO_FILL,,,,,2022-03-09,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,TIME,BEAR,,NEAR_ABOVE_DEMAND_RISING,2022-03-10,574.65,574.65,532.35,659.25,2022-03-11,570.34,2022-04-26,563.62,175,99809,30,46,-0.18,0.54,-1175
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,SL,BEAR,,NEAR_ABOVE_DEMAND_RISING,2022-04-26,563.9,563.9,530.75,630.2,2022-04-27,560.28,2022-05-06,530.48,178,99730,7,9,-1.01,0.32,-5304
ARE&M,INE885A01032,auto,1d,ZOI,NO_FILL,,,,,2022-07-28,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,ZOI,NO_FILL,,,,,2022-07-29,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2022-08-01,501.6,501.6,461.7,581.4,2022-08-02,501.85,2022-09-15,536.48,199,99868,30,44,0.86,1.23,6892
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,SL,BEAR,,IN_DEMAND_RISING,2023-02-13,601.65,601.65,580.31,644.35,2023-02-14,601.95,2023-02-21,580.01,166,99924,6,7,-1.01,0.46,-3642
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TARGET,BULL,,IN_DEMAND_RISING,2023-05-02,599.3,599.3,586.34,625.25,2023-05-03,599.3,2023-05-08,624.94,166,99484,4,5,1.98,4.22,4256
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_RISING,2023-05-08,621.1,621.1,587.19,688.9,2023-05-09,621.41,2023-06-19,635.88,160,99426,30,41,0.42,0.95,2315
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_RISING,2023-08-17,622.3,622.3,587.5,691.9,2023-08-21,622.61,2023-10-03,642.98,160,99618,30,43,0.58,1.46,3259
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,TIME,BEAR,,FAR_ABOVE_DEMAND,2023-10-05,640.25,640.25,587.54,745.7,2023-10-06,640.57,2023-11-17,638.88,156,99929,30,42,-0.03,0.31,-264
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TARGET,BULL,,FAR_ABOVE_DEMAND,2023-11-22,650.8,650.8,587.74,776.9,2023-11-23,651.13,2023-12-01,776.51,153,99622,6,8,1.98,3.03,19184
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2023-12-01,769.2,769.2,585.62,1136.35,2023-12-04,769.58,2024-01-15,814.89,129,99276,30,42,0.25,0.4,5845
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-01-15,815.3,815.3,751.06,943.8,2024-01-16,815.71,2024-02-27,833.93,122,99516,30,42,0.28,1.54,2223
ARE&M,INE885A01032,auto,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_RISING,2024-03-04,847.95,847.95,824.11,895.6,2024-03-05,848.37,2024-03-13,823.69,117,99260,6,8,-1.02,1.93,-2888
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2024-04-18,993.55,993.55,839.82,1301,2024-04-19,976.54,2024-05-31,1180.76,102,99607,30,42,1.49,2.2,20831
ARE&M,INE885A01032,auto,1d,ZOI,NO_FILL,,,,,2024-06-05,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-06-06,1277.5,1277.5,830.39,2171.75,2024-06-07,1278.14,2024-07-22,1530.13,78,99695,30,45,0.56,1.11,19656
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,SL,BEAR,NEAR_ABOVE_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2022-01-03,638.05,638.05,583.41,747.3,2022-01-04,638.37,2022-02-14,583.11,156,99586,29,41,-1.01,0.48,-8621
ARE&M,INE885A01032,auto,1d,FIB_ZOI,NO_FILL,,,,,2022-03-09,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,FIB_ZOI,NO_FILL,,,,,2022-04-04,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,SL,NEUTRAL,RECOVERED_ABOVE_POCKET,FAR_ABOVE_DEMAND,2022-04-06,574.3,574.3,530.61,661.7,2022-04-07,574.59,2022-05-06,530.33,174,99978,19,29,-1.01,0.22,-7700
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,SL,BEAR,IN_POCKET_RISING,FAR_BELOW_SUPPLY_ABOVE_DEMAND,2022-05-30,504.1,504.1,486.03,540.25,2022-05-31,504.35,2022-06-13,485.81,198,99862,10,13,-1.01,0.36,-3672
ARE&M,INE885A01032,auto,1d,FIB_ZOI,NO_FILL,,,,,2022-07-28,,,,,,,,,,,,,,,
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,TIME,BULL,BELOW_POCKET_RISING,FAR_ABOVE_DEMAND,2022-08-29,506.8,506.8,473.54,573.3,2022-09-01,507.05,2022-10-13,490.45,197,99890,30,42,-0.5,1.32,-3270
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,SL,BEAR,SHALLOW_ABOVE_POCKET,IN_DEMAND_RISING,2023-02-13,601.65,601.65,556.06,692.85,2023-02-14,601.95,2023-02-27,555.77,166,99924,10,13,-1.01,0.22,-7666
ARE&M,INE885A01032,auto,1d,FIB_ZOI,WIN,TARGET,BEAR,IN_POCKET_RISING,FAR_BELOW_SUPPLY_NEAR_DEMAND,2023-03-23,572.3,572.3,543.68,629.55,2023-03-24,572.59,2023-05-08,629.24,174,99630,27,45,1.96,2.26,9857
ARE&M,INE885A01032,auto,1d,FIB_ZOI,WIN,TIME,BULL,SHALLOW_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2023-05-12,626.55,626.55,586.95,705.75,2023-05-15,626.41,2023-06-23,634.73,159,99600,30,39,0.21,0.7,1323
ARE&M,INE885A01032,auto,1d,FIB_ZOI,WIN,TIME,BULL,IN_POCKET_RISING,NEAR_ABOVE_DEMAND_RISING,2023-08-17,622.3,622.3,587.5,691.9,2023-08-21,622.61,2023-10-03,642.98,160,99618,30,43,0.58,1.46,3259
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,TIME,BEAR,NEAR_ABOVE_POCKET_RISING,FAR_ABOVE_DEMAND,2023-10-05,640.25,640.25,587.54,745.7,2023-10-06,640.57,2023-11-17,638.88,156,99929,30,42,-0.03,0.31,-264
ARE&M,INE885A01032,auto,1d,FIB_ZOI,WIN,TARGET,BULL,SHALLOW_ABOVE_POCKET,FAR_ABOVE_DEMAND,2023-11-22,650.8,650.8,587.74,776.9,2023-11-23,651.13,2023-12-01,776.51,153,99622,6,8,1.98,3.03,19184
ARE&M,INE885A01032,auto,1d,FIB_ZOI,WIN,TIME,BULL,NEAR_ABOVE_POCKET_RISING,FAR_ABOVE_DEMAND,2023-12-26,769.5,769.5,584.82,1138.85,2023-12-27,769.88,2024-02-07,885.01,129,99315,30,42,0.62,0.79,14851
ARE&M,INE885A01032,auto,1d,FIB_ZOI,LOSS,SL,BULL,RECOVERED_ABOVE_POCKET,NEAR_ABOVE_DEMAND_RISING,2024-02-15,864.4,864.4,810.09,973.05,2024-02-16,864.83,2024-03-13,809.69,115,99456,19,26,-1.01,0.55,-6341
