stock,isin,sector,mode,status,exit_reason,regime,confidence,setup,signal_date,signal_close,planned_entry,entry_limit,stop_loss,target,planned_rr,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
SONACOMS,INE073K01018,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-08-07,556.55,556.55,562.12,523.16,606.64,1.5,2023-08-08,558.08,2023-08-16,554.22,179,99896,6,8,-0.11,0.13,-690
SONACOMS,INE073K01018,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support×2,2023-09-22,580.05,580.05,585.85,545.25,632.25,1.5,2023-09-25,582.94,2023-09-29,583.11,171,99683,5,4,0,0.34,29
SONACOMS,INE073K01018,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-01-25,585.4,585.4,591.25,550.28,638.09,1.5,2024-01-29,590.29,2024-02-02,637.78,169,99760,5,4,1.19,1.4,8025
SONACOMS,INE073K01018,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-02-08,607.55,607.55,613.63,571.1,662.23,1.5,2024-02-09,607.3,2024-02-16,613.59,164,99598,6,7,0.17,0.57,1031
SONACOMS,INE073K01018,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-03-13,642.5,642.5,648.92,603.95,700.33,1.5,2024-03-14,629.61,2024-03-20,637.53,158,99479,5,6,0.31,1.54,1251
SONACOMS,INE073K01018,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2024-04-18,677.5,677.5,684.28,636.85,738.48,1.5,2024-04-19,670.28,2024-04-25,667.07,149,99872,5,6,-0.1,0.52,-480
SONACOMS,INE073K01018,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support + Pullback,2024-07-04,666.9,666.9,673.57,626.89,726.92,1.5,2024-07-05,667.23,2024-07-11,726.54,149,99418,5,6,1.47,1.91,8836
SONACOMS,INE073K01018,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-07-25,697.9,697.9,704.88,656.03,760.71,1.5,2024-07-26,705.2,2024-08-01,672.21,141,99434,5,6,-0.67,0.21,-4651
SONACOMS,INE073K01018,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2024-09-13,724.25,724.25,731.49,680.8,789.43,1.5,2024-09-16,730.37,2024-09-20,747.98,136,99330,5,4,0.36,0.59,2395
SONACOMS,INE073K01018,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-09-30,743.4,743.4,750.83,698.8,810.31,1.5,2024-10-01,742.37,2024-10-04,698.45,134,99478,3,3,-1.01,0.08,-5885
SONACOMS,INE073K01018,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2024-10-07,675.45,675.45,682.2,634.92,736.24,1.5,2024-10-08,668.93,2024-10-14,659.77,149,99671,5,6,-0.27,0.74,-1365
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support×2,2019-12-16,723.05,723.05,730.28,679.67,788.12,1.5,2019-12-17,727.01,2019-12-24,721.44,137,99601,6,7,-0.12,0.59,-764
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2020-01-31,767.1,767.1,774.77,723.07,833.14,1.5,2020-02-01,772.24,2020-02-10,776.31,129,99618,7,9,0.08,0.52,526
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,NEUTRAL,HIGH,Pullback + Support,2020-02-12,766.25,766.25,773.91,720.28,835.21,1.5,2020-02-13,770.39,2020-02-20,770.41,129,99380,6,7,0,0.39,4
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2020-08-24,744.25,744.25,751.69,699.59,811.23,1.5,2020-08-25,748.97,2020-09-01,734.38,133,99614,6,7,-0.3,0.08,-1941
ARE&M,INE885A01032,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2020-12-09,928.3,928.3,937.58,872.6,962.87,0.62,2020-12-10,931.27,2020-12-16,962.37,107,99645,5,6,0.53,0.55,3328
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2020-12-21,908.55,908.55,917.64,854.04,961.32,0.97,2020-12-22,899.6,2020-12-29,935.73,111,99856,5,7,0.79,1.29,4011
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-01-21,973.2,973.2,982.93,914.81,1023.5,0.86,2021-01-22,975.49,2021-01-29,914.34,102,99500,5,7,-1.01,0.56,-6237
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-02-09,968.7,968.7,978.39,910.58,1055.88,1.5,2021-02-10,972.84,2021-02-16,910.14,102,99229,5,6,-1.01,0.58,-6395
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-03-08,902.2,902.2,911.22,848.07,956.58,1,2021-03-09,903.45,2021-03-16,891.1,110,99380,5,7,-0.22,0.1,-1358
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback + Support,2022-12-19,648.1,648.1,654.58,617.01,694.73,1.5,2022-12-20,648.32,2022-12-23,616.69,154,99842,4,3,-1.01,0.25,-4871
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support×2,2023-05-25,603.2,603.2,609.23,567.01,657.49,1.5,2023-05-26,607.3,2023-06-05,614.39,164,99598,7,10,0.18,0.5,1163
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-06-12,625,625,631.25,590.41,676.88,1.5,2023-06-13,625.31,2023-06-21,641.18,159,99425,7,8,0.45,0.5,2523
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2023-07-14,684.65,684.65,691.5,646.84,704.69,0.53,2023-07-17,686.79,2023-07-18,646.53,145,99585,2,1,-1.01,0.28,-5839
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-07-19,644.75,644.75,651.2,606.06,702.78,1.5,2023-07-20,645.02,2023-07-27,631.58,155,99978,6,7,-0.34,0,-2083
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-07-28,624.4,624.4,630.64,588.02,678.97,1.5,2023-07-31,624.71,2023-08-08,625.24,160,99954,7,8,0.01,0.52,84
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-08-09,624.45,624.45,630.69,595.1,668.47,1.5,2023-08-10,627.26,2023-08-21,627.49,159,99735,7,11,0.01,0.33,35
ARE&M,INE885A01032,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-09-25,636.7,636.7,643.07,609.53,677.45,1.5,2023-09-26,639.32,2023-10-05,639.93,156,99734,7,9,0.02,0.72,95
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-01-08,826.85,826.85,835.12,777.24,901.27,1.5,2024-01-09,831.17,2024-01-17,796.55,120,99740,7,8,-0.64,0.1,-4154
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-01-18,811.3,811.3,819.41,762.62,841.31,0.62,2024-01-19,818.51,2024-01-25,812.69,122,99858,5,6,-0.1,0.04,-710
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-02-14,859.5,859.5,868.1,807.93,913.72,1.05,2024-02-15,864.33,2024-02-21,842.13,115,99398,5,6,-0.39,0.41,-2553
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-03-19,770.55,770.55,778.26,724.32,797.85,0.59,2024-03-20,770.94,2024-03-27,769.91,129,99451,5,7,-0.02,0.34,-132
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-07-15,1597.9,1597.9,1613.88,1502.03,1741.51,1.5,2024-07-16,1600.8,2024-07-22,1501.3,62,99250,4,6,-1.01,0.58,-6169
ARE&M,INE885A01032,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-08-08,1498.9,1498.9,1513.89,1408.97,1633.8,1.5,2024-08-09,1514.66,2024-08-12,1632.98,66,99967,2,3,1.12,1.18,7810
ARE&M,INE885A01032,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-09-20,1381.1,1381.1,1394.91,1298.23,1505.4,1.5,2024-09-23,1395.6,2024-09-27,1391.45,71,99087,5,4,-0.04,0.18,-294
ARE&M,INE885A01032,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-09-30,1425.95,1425.95,1440.21,1340.39,1535.52,1.28,2024-10-01,1438.72,2024-10-04,1339.73,69,99272,3,3,-1.01,0.05,-6830
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,BEAR,MEDIUM,Pullback,2020-03-02,844.3,844.3,852.74,793.64,905.29,1.2,2020-03-03,853.18,2020-03-09,793.25,117,99822,5,6,-1.01,0.37,-7011
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2020-07-31,1134,1134,1145.34,1065.96,1236.06,1.5,2020-08-03,1122.56,2020-08-07,1123.09,89,99908,5,4,0.01,0.93,47
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support + Pullback,2020-08-13,1120.85,1120.85,1132.06,1053.6,1221.73,1.5,2020-08-14,1130.56,2020-08-20,1139.43,88,99490,5,6,0.12,0.88,780
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2020-09-23,1213.75,1213.75,1225.89,1140.93,1322.99,1.5,2020-09-24,1197.6,2020-09-29,1322.34,83,99401,4,5,2.2,2.56,10353
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2020-10-06,1250.85,1250.85,1263.36,1175.8,1363.43,1.5,2020-10-07,1251.63,2020-10-13,1240.63,79,98878,5,6,-0.15,0.33,-869
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2020-10-14,1232.35,1232.35,1244.67,1158.41,1343.26,1.5,2020-10-15,1230.87,2020-10-16,1157.82,81,99700,2,1,-1.01,0.26,-5917
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2020-11-25,1394.2,1394.2,1408.14,1310.55,1443.91,0.59,2020-11-26,1390.7,2020-12-03,1406,71,98739,5,7,0.19,0.55,1086
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2020-12-10,1371.85,1371.85,1385.57,1289.54,1443.91,0.88,2020-12-11,1371.59,2020-12-17,1329.38,72,98754,5,6,-0.51,0.15,-3038
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2020-12-28,1242.6,1242.6,1255.03,1168.04,1354.43,1.5,2020-12-29,1250.63,2021-01-04,1311.59,79,98799,5,6,0.74,0.8,4817
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-01-15,1321.9,1321.9,1335.12,1242.59,1440.87,1.5,2021-01-18,1328.51,2021-01-25,1241.98,75,99639,6,7,-1.01,0,-6490
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-01-27,1247.1,1247.1,1259.57,1172.27,1359.34,1.5,2021-01-28,1226.61,2021-02-03,1358.67,81,99356,5,6,2.43,3.63,10697
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-02-19,1335.95,1335.95,1349.31,1255.79,1456.19,1.5,2021-02-22,1336.62,2021-02-23,1255.17,74,98910,2,1,-1.01,0.04,-6027
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-03-01,1288.7,1288.7,1301.59,1211.38,1340.06,0.66,2021-03-02,1300.65,2021-03-03,1339.38,76,98849,2,1,0.43,0.7,2943
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-03-04,1343.7,1343.7,1357.14,1263.08,1386.92,0.54,2021-03-05,1334.37,2021-03-12,1386.21,74,98743,5,7,0.73,0.77,3836
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Reversal,2021-04-15,1217.9,1217.9,1230.08,1144.83,1327.51,1.5,2021-04-16,1215.61,2021-04-23,1144.28,82,99680,5,7,-1.01,0.58,-5849
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2021-09-03,1321.7,1321.7,1334.92,1242.4,1440.65,1.5,2021-09-06,1330.67,2021-09-13,1378.16,75,99800,5,7,0.54,0.94,3562
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-09-30,1480.1,1480.1,1494.9,1391.29,1568.76,1,2021-10-01,1463.73,2021-10-07,1513.89,68,99534,5,6,0.69,0.78,3411
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-10-11,1491.75,1491.75,1506.67,1402.25,1626.01,1.5,2021-10-12,1492.15,2021-10-19,1485.66,67,99974,5,7,-0.07,0.82,-435
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-10-20,1438.35,1438.35,1452.73,1352.05,1567.8,1.5,2021-10-21,1445.72,2021-10-27,1567.02,69,99755,5,6,1.29,1.43,8369
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BEAR,MEDIUM,Pullback,2021-12-27,1866.4,1866.4,1885.06,1780.43,1995.35,1.5,2021-12-28,1870.99,2022-01-05,1881.16,53,99162,7,8,0.11,0.53,539
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2022-01-14,1869.3,1869.3,1887.99,1783.03,1998.7,1.5,2022-01-17,1870.23,2022-01-31,1849.42,53,99122,10,14,-0.24,0.14,-1103
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2022-09-13,1988,1988,2007.88,1868.72,2085.17,0.81,2022-09-14,1965.98,2022-09-19,2084.11,50,98299,4,5,1.21,1.83,5906
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2022-09-27,2026.9,2026.9,2047.17,1905.29,2209.32,1.5,2022-09-28,2010,2022-10-04,2126.24,49,98490,5,6,1.11,1.4,5695
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2022-10-12,2083.6,2083.6,2104.44,1958.58,2271.12,1.5,2022-10-13,2081.04,2022-10-14,1957.62,48,99890,2,1,-1.01,0.13,-5924
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2022-12-26,2102.2,2102.2,2123.22,1976.07,2291.4,1.5,2022-12-27,2124.26,2023-01-03,2165.72,47,99840,6,7,0.28,0.48,1948
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support + Pullback,2023-05-16,2068.4,2068.4,2089.08,1963.09,2226.36,1.5,2023-05-17,2063.73,2023-05-25,2046.58,48,99059,7,8,-0.17,0.72,-823
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-06-12,2158.35,2158.35,2179.93,2028.85,2352.6,1.5,2023-06-13,2171.14,2023-06-22,2160.97,46,99872,8,9,-0.07,0.31,-468
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-06-26,2200.55,2200.55,2222.56,2089.69,2366.84,1.5,2023-06-27,2223.66,2023-07-06,2241.93,44,97841,7,9,0.14,0.41,804
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-07-25,2366,2366,2389.66,2253.69,2534.47,1.5,2023-07-26,2379.19,2023-07-28,2533.18,42,99926,3,2,1.23,2.37,6468
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-09-21,3107.55,3107.55,3138.63,2921.1,3207.52,0.54,2023-09-22,3121.56,2023-09-25,3205.9,32,99890,2,3,0.42,1.1,2699
ESCORTS,INE042A01014,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2023-10-03,3124.65,3124.65,3155.9,2937.17,3405.87,1.5,2023-10-04,3126.26,2023-10-10,3404.15,31,96914,5,6,1.47,1.66,8614
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,HIGH,Pullback + Support + Reversal,2024-07-05,4130.75,4130.75,4172.06,3882.91,4400.73,1.09,2024-07-08,4143.47,2024-07-12,3913.64,24,99443,5,4,-0.88,0.19,-5516
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2024-07-23,4120.85,4120.85,4162.06,3873.6,4491.73,1.5,2024-07-24,4136.07,2024-07-31,4171.31,24,99266,6,7,0.13,0.25,846
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-08-02,3905.2,3905.2,3944.25,3670.89,4256.67,1.5,2024-08-05,3821.96,2024-08-08,3669.06,26,99371,4,3,-1.01,0.57,-3975
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-08-19,3728.8,3728.8,3766.09,3505.07,3921.04,0.86,2024-08-20,3730.66,2024-08-26,3876.96,26,96997,5,6,0.65,0.83,3804
ESCORTS,INE042A01014,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2025-09-22,3656.8,3656.8,3693.37,3437.39,3985.91,1.5,2025-09-23,3673.84,2025-09-30,3435.68,27,99194,6,7,-1.01,0.39,-6430
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Reversal,2025-10-30,3713.9,3713.9,3751.04,3517.05,4009.18,1.5,2025-10-31,3713.86,2025-11-11,3612.19,26,96560,7,11,-0.52,0.84,-2643
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-11-12,3570.4,3570.4,3606.1,3356.18,3891.74,1.5,2025-11-13,3590.29,2025-11-21,3615.69,27,96938,7,8,0.11,0.38,686
ESCORTS,INE042A01014,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-11-27,3847.8,3847.8,3886.28,3616.93,4194.1,1.5,2025-11-28,3851.82,2025-12-08,3674.36,25,96296,7,10,-0.76,0.24,-4437
ESCORTS,INE042A01014,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-12-16,3678.2,3678.2,3714.98,3473.95,3984.57,1.5,2025-12-17,3680.04,2025-12-26,3696.25,27,99361,7,9,0.08,0.48,438
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-01-04,122.95,122.95,124.18,115.57,134.02,1.5,2021-01-05,124.26,2021-01-05,133.93,804,99907,1,0,1.11,1.68,7775
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-01-15,124.45,124.45,125.69,116.98,135.65,1.5,2021-01-18,125.06,2021-01-19,135.58,799,99925,2,1,1.3,2.03,8405
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2021-02-01,128.2,128.2,129.48,120.51,139.74,1.5,2021-02-02,129.56,2021-02-08,127.74,771,99894,5,6,-0.2,0.33,-1410
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2021-02-09,128.45,128.45,129.73,120.74,140.01,1.5,2021-02-10,127.66,2021-02-16,131.13,783,99961,5,6,0.5,1.21,2717
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-04-06,153.6,153.6,155.14,144.38,167.42,1.5,2021-04-07,154.13,2021-04-08,167.32,648,99874,2,1,1.35,2.04,8547
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-04-12,154.4,154.4,155.94,145.14,168.3,1.5,2021-04-13,152.38,2021-04-20,146.63,656,99959,5,7,-0.79,0.91,-3772
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-06-28,152.25,152.25,153.77,143.11,165.95,1.5,2021-06-30,153.83,2021-07-06,152.87,650,99987,5,6,-0.09,0.7,-620
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-16,153.7,153.7,155.24,144.48,167.53,1.5,2021-08-17,155.33,2021-08-20,144.43,643,99876,3,3,-1,0.06,-7009
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-11-29,142.15,142.15,143.57,133.62,154.94,1.5,2021-11-30,143.62,2021-12-03,154.87,696,99961,4,3,1.12,1.18,7831
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL_AMBIG,NEUTRAL,MEDIUM,Support,2022-02-08,180.3,180.3,182.1,169.48,196.53,1.5,2022-02-09,182.19,2022-02-09,169.42,548,99841,1,0,-1.01,2.01,-7001
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2022-02-10,190.55,190.55,192.46,179.12,203.04,1.09,2022-02-11,189.09,2022-02-14,179.01,528,99842,2,3,-1.01,0.09,-5324
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2022-02-15,178.6,178.6,180.39,167.88,194.67,1.5,2022-02-16,180.49,2022-02-22,167.82,554,99992,5,6,-1.01,0.73,-7021
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2022-03-21,170.55,170.55,172.26,160.32,185.9,1.5,2022-03-22,171.09,2022-03-23,185.81,584,99914,2,1,1.37,1.55,8597
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2022-03-24,179.65,179.65,181.45,168.87,195.82,1.5,2022-03-25,181.54,2022-03-29,167.92,550,99847,3,4,-1.08,0.12,-7494
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2022-08-03,235,235,237.35,220.9,256.15,1.5,2022-08-04,236.12,2022-08-11,230.58,423,99878,5,7,-0.36,0.26,-2341
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2022-08-12,231.5,231.5,233.82,217.61,239.52,0.58,2022-08-16,232.82,2022-08-16,239.38,429,99878,1,0,0.43,1,2816
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2022-09-23,276.2,276.2,278.96,259.63,301.06,1.5,2022-09-26,267.43,2022-09-26,259.52,373,99753,1,0,-1.01,0.54,-2952
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2022-10-04,279.4,279.4,282.19,262.64,302.04,1.35,2022-10-06,281.14,2022-10-12,273.56,355,99805,5,6,-0.41,0.74,-2690
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2022-10-14,266.65,266.65,269.32,250.65,290.65,1.5,2022-10-17,267.88,2022-10-21,261.67,373,99921,5,4,-0.36,0.57,-2318
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-05-09,302.3,302.3,305.32,284.16,329.51,1.5,2023-05-10,303.65,2023-05-16,302.4,329,99901,5,6,-0.06,0.88,-412
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2023-05-26,315.4,315.4,318.55,296.48,343.79,1.5,2023-05-29,315.61,2023-05-31,296.35,316,99732,3,2,-1.01,1.38,-6085
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,HIGH,Pullback + Support,2023-06-01,308.9,308.9,311.99,290.37,336.7,1.5,2023-06-02,311.96,2023-06-02,336.53,320,99826,1,0,1.14,2.42,7864
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2023-06-23,336.2,336.2,339.56,316.03,361.03,1.23,2023-06-26,339.17,2023-06-30,360.87,294,99716,4,4,0.94,1.11,6380
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-07-04,352.45,352.45,355.97,331.3,384.17,1.5,2023-07-05,353.03,2023-07-11,371.71,283,99906,5,6,0.86,1.15,5289
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2023-07-20,368.9,368.9,372.59,346.77,402.1,1.5,2023-07-21,365.18,2023-07-27,360.72,273,99695,5,6,-0.24,0.5,-1218
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2023-07-28,372.8,372.8,376.53,350.43,393.21,0.91,2023-07-31,374.69,2023-08-01,393,266,99667,2,1,0.76,2.07,4872
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2023-08-16,386.45,386.45,390.31,363.26,421.23,1.5,2023-08-17,390.5,2023-08-17,421.04,256,99967,1,0,1.12,1.15,7819
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-08-18,393.35,393.35,397.28,369.75,428.75,1.5,2023-08-21,394.2,2023-08-25,378.51,253,99732,5,4,-0.64,0.09,-3969
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2023-12-04,389.15,389.15,393.04,365.8,424.17,1.5,2023-12-05,387.34,2023-12-12,381.86,258,99935,6,7,-0.25,0.54,-1415
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2024-04-23,473.6,473.6,478.34,445.18,497.85,0.85,2024-04-24,478.59,2024-04-24,497.6,208,99547,1,0,0.57,1.09,3954
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-05-02,482.95,482.95,487.78,453.97,497.85,0.51,2024-05-03,485.64,2024-05-09,453.72,205,99557,5,6,-1.01,0,-6544
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2024-05-21,479.3,479.3,484.09,450.54,497.85,0.65,2024-05-22,481.04,2024-05-24,497.6,207,99575,3,2,0.54,0.94,3428
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-05-28,480.95,480.95,485.76,452.09,524.24,1.5,2024-05-29,480.79,2024-06-04,451.87,207,99524,5,6,-1.01,0.63,-5986
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-08-01,549,549,554.49,516.06,588.02,1.18,2024-08-02,545.27,2024-08-08,560.57,183,99785,5,6,0.52,1.02,2799
LUMAXTECH,INE872H01027,auto,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-09-09,511.55,511.55,516.67,480.86,557.59,1.5,2024-09-10,511.81,2024-09-16,561.72,195,99802,5,6,1.61,2.16,9733
LUMAXTECH,INE872H01027,auto,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2024-10-16,572.65,572.65,578.38,538.29,624.19,1.5,2024-10-17,575.89,2024-10-21,538.03,173,99629,3,4,-1.01,0.03,-6549
