stock,isin,sector,mode,status,exit_reason,regime,confidence,setup,signal_date,signal_close,planned_entry,entry_limit,stop_loss,target,planned_rr,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
POLYMED,INE205C01021,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-07-26,1994.95,1994.95,2014.9,1875.25,2093.6,0.82,2024-07-29,2015.91,2024-07-31,1874.31,49,98779,3,2,-1.01,0.38,-6938
POLYMED,INE205C01021,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-08-05,1814.15,1814.15,1832.29,1705.3,1921.75,0.99,2024-08-06,1824.16,2024-08-12,1920.79,54,98505,5,6,0.81,0.91,5218
POLYMED,INE205C01021,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-09-27,2275,2275,2297.75,2138.5,2401.34,0.93,2024-09-30,2276.09,2024-10-07,2400.15,43,97872,5,7,0.9,1.21,5335
POLYMED,INE205C01021,pharma-healthcare,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Pullback,2024-10-08,2343.55,2343.55,2366.99,2202.94,2554.47,1.5,2024-10-09,2344.72,2024-10-14,2553.17,42,98478,4,5,1.47,2.29,8755
POLYMED,INE205C01021,pharma-healthcare,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback,2024-10-17,2432.35,2432.35,2456.67,2286.41,2651.26,1.5,2024-10-18,2438.32,2024-10-24,2570.16,41,99971,5,6,0.87,1.22,5406
POLYMED,INE205C01021,pharma-healthcare,DEEP,WIN,TIME,BEAR,MEDIUM,Pullback,2024-11-26,2763.9,2763.9,2791.54,2598.07,3012.65,1.5,2024-11-27,2765.28,2024-12-03,2800.7,36,99550,5,6,0.21,0.35,1275
POLYMED,INE205C01021,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2025-01-03,2775.3,2775.3,2803.05,2608.78,2997.34,1.33,2025-01-06,2788.09,2025-01-10,2674.61,35,97583,5,4,-0.63,0.49,-3972
POLYMED,INE205C01021,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2025-05-22,2447.9,2447.9,2472.38,2301.03,2532.67,0.58,2025-05-23,2427.21,2025-05-29,2299.9,41,99516,5,6,-1.01,0.22,-5220
SENORES,INE0RB801010,pharma-healthcare,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Pullback + Support,2025-09-17,689.25,689.25,696.14,647.9,751.28,1.5,2025-09-18,693.35,2025-09-24,702.75,144,99842,5,6,0.21,0.9,1354
SENORES,INE0RB801010,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2025-11-19,790.95,790.95,798.86,743.49,830.34,0.83,2025-11-20,795.15,2025-11-20,829.93,125,99393,1,0,0.67,0.71,4348
SENORES,INE0RB801010,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2025-11-25,765.4,765.4,773.05,719.48,788.42,0.5,2025-11-26,765.78,2025-11-27,788.01,130,99552,2,1,0.48,1.41,2889
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2020-08-31,783.25,783.25,791.08,736.26,853.74,1.5,2020-09-01,784.39,2020-09-07,778.61,127,99618,5,6,-0.12,1.16,-734
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-01-27,927.45,927.45,936.72,871.8,994.91,1.21,2021-01-28,902.75,2021-02-01,871.36,110,99303,3,4,-1.01,0.99,-3453
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2021-02-02,930.3,930.3,939.6,874.48,994.91,1.16,2021-02-03,931.47,2021-02-03,994.4,107,99667,1,0,1.1,2.03,6734
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-02-10,932.2,932.2,941.52,876.27,994.91,1.12,2021-02-11,928.46,2021-02-15,875.81,107,99346,3,4,-1.01,0,-5634
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support×2,2023-09-21,431.5,431.5,435.82,405.61,470.34,1.5,2023-09-22,433.12,2023-09-28,425.44,230,99617,5,6,-0.28,0.1,-1766
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-01-12,561.95,561.95,567.57,528.23,612.53,1.5,2024-01-15,565.03,2024-01-19,572.61,176,99446,5,4,0.21,0.39,1334
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2024-01-25,568.75,568.75,574.44,534.63,597,0.83,2024-01-29,574.74,2024-02-02,596.7,173,99430,5,4,0.55,1.05,3800
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,HIGH,Pullback + Support,2024-02-26,576.4,576.4,582.16,541.82,628.28,1.5,2024-02-27,577.29,2024-03-02,571.06,173,99871,5,4,-0.18,0.04,-1077
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-03-05,588.95,588.95,594.84,553.61,641.96,1.5,2024-03-06,589.29,2024-03-12,553.32,169,99591,4,6,-1.01,0.64,-6079
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2024-05-29,706.1,706.1,713.16,663.73,769.65,1.5,2024-05-30,706.35,2024-06-04,663.42,141,99596,4,5,-1.01,0.31,-6054
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-06-25,725.5,725.5,732.76,681.97,790.8,1.5,2024-06-26,722.16,2024-07-02,736.48,138,99658,5,6,0.36,1.19,1976
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-07-04,749.5,749.5,757,704.53,816.96,1.5,2024-07-05,748.32,2024-07-11,724.04,133,99527,5,6,-0.55,0.73,-3230
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support×2,2024-07-12,721.7,721.7,728.92,678.4,786.65,1.5,2024-07-15,723.86,2024-07-19,786.26,138,99893,4,4,1.37,1.67,8610
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TIME,BULL,HIGH,Support×2,2024-07-22,724.3,724.3,731.54,680.84,789.49,1.5,2024-07-23,718.46,2024-07-29,723.14,139,99866,5,6,0.12,0.68,650
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2024-09-30,1150.8,1150.8,1162.31,1081.75,1244.66,1.36,2024-10-01,1146.27,2024-10-04,1081.21,87,99726,3,3,-1.01,0.45,-5661
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2024-10-08,1138.7,1138.7,1150.09,1070.38,1241.18,1.5,2024-10-09,1150.58,2024-10-15,1221.39,86,98949,5,6,0.88,0.94,6090
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2024-12-06,1213.45,1213.45,1225.58,1140.64,1322.66,1.5,2024-12-09,1220.41,2024-12-10,1140.08,81,98853,2,1,-1.01,0.01,-6507
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2025-06-09,1143.9,1143.9,1155.34,1075.27,1190.31,0.68,2025-06-10,1143.57,2025-06-13,1059.97,87,99491,4,3,-1.22,0.45,-7273
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-06-16,1126.4,1126.4,1137.66,1058.82,1227.78,1.5,2025-06-17,1126.96,2025-06-23,1120.94,88,99173,5,6,-0.09,0.66,-530
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2025-07-16,1194.5,1194.5,1206.45,1122.83,1302.01,1.5,2025-07-17,1205,2025-07-24,1174.41,82,98810,6,7,-0.37,0.45,-2508
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support×2,2025-07-29,1152.9,1152.9,1164.43,1083.73,1256.66,1.5,2025-07-30,1163.18,2025-08-05,1118.54,85,98870,5,6,-0.56,1.07,-3794
JUBLPHARMA,INE700A01033,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-11-03,1169.8,1169.8,1181.5,1099.61,1275.08,1.5,2025-11-04,1161.68,2025-11-11,1117.14,86,99905,5,7,-0.72,0.34,-3830
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2019-11-11,184.7,184.7,186.55,173.62,201.32,1.5,2019-11-13,180.89,2019-11-19,179.81,552,99852,5,6,-0.15,1.71,-596
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2019-11-27,188.2,188.2,190.08,176.91,205.14,1.5,2019-11-28,190.2,2019-12-04,188.61,525,99852,5,6,-0.12,0.08,-834
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2020-11-14,355.2,355.2,358.75,333.89,387.17,1.5,2020-11-17,355.48,2020-11-18,333.73,281,99889,2,1,-1.01,0.13,-6110
THYROCARE,INE594H01019,pharma-healthcare,DEEP,NO_FILL,,,,,2020-11-19,,,,,,,,,,,,,,,,,
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2020-11-20,347.4,347.4,350.87,326.56,362.57,0.73,2020-11-23,344.47,2020-11-23,362.37,290,99897,1,0,1,2.33,5190
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2020-11-25,356.8,356.8,360.37,335.39,388.91,1.5,2020-11-26,358.78,2020-11-26,335.23,278,99741,1,0,-1.01,0,-6546
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2020-12-09,341.8,341.8,345.22,321.29,362.57,1.01,2020-12-10,340.17,2020-12-16,329.34,293,99670,5,6,-0.57,0.52,-3175
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2020-12-28,311.3,311.3,314.41,292.62,339.32,1.5,2020-12-29,311.76,2021-01-04,311.24,320,99762,5,6,-0.03,0.27,-164
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-01-05,326.4,326.4,329.66,306.82,355.78,1.5,2021-01-06,329.81,2021-01-12,323.44,303,99934,5,6,-0.28,0.24,-1932
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-05-20,343.2,343.2,346.63,322.61,360.48,0.84,2021-05-21,342.77,2021-05-27,335.33,291,99746,5,6,-0.37,0.34,-2165
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Pullback,2021-06-01,347.3,347.3,350.77,326.46,360.48,0.63,2021-06-02,347.77,2021-06-07,360.32,287,99811,4,5,0.59,1.67,3601
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-07-14,447.4,447.4,451.87,420.56,487.67,1.5,2021-07-15,447.62,2021-07-22,437.68,223,99820,5,7,-0.37,0.13,-2217
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-07-23,437.3,437.3,441.67,411.06,455.19,0.68,2021-07-26,437.52,2021-07-30,435.88,228,99754,5,4,-0.06,0.11,-373
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support + Reversal,2021-08-02,441.7,441.7,446.12,418.91,455.19,0.59,2021-08-03,440.22,2021-08-09,447.88,227,99930,5,6,0.36,0.69,1738
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2021-08-10,443.1,443.1,447.53,421.78,453.99,0.51,2021-08-11,442.72,2021-08-13,455.77,225,99612,3,2,0.62,0.74,2936
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-16,438.9,438.9,443.29,415.52,453.99,0.65,2021-08-17,440.52,2021-08-23,415.29,227,99998,4,6,-1.01,0.22,-5727
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2024-07-08,212.1,212.1,214.22,199.37,231.19,1.5,2024-07-09,211.91,2024-07-15,213.39,471,99808,5,6,0.12,0.49,701
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-07-16,213.9,213.9,216.04,201.07,233.15,1.5,2024-07-18,214.71,2024-07-24,233.03,465,99839,5,6,1.34,4.1,8522
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-07-25,257.8,257.8,260.38,242.33,270.06,0.79,2024-07-26,256.73,2024-07-31,269.91,389,99867,4,5,0.92,1.66,5130
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2024-09-03,289.6,289.6,292.5,272.22,309.78,1.16,2024-09-04,289.74,2024-09-10,285.56,345,99962,5,6,-0.24,0.31,-1445
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-09-11,283.8,283.8,286.64,266.77,309.34,1.5,2024-09-12,284.14,2024-09-18,283.56,351,99734,5,6,-0.03,0.81,-205
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-09-20,273.9,273.9,276.64,257.47,298.55,1.5,2024-09-23,276.44,2024-09-27,272.26,361,99794,5,4,-0.22,0.45,-1507
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2024-12-10,337.6,337.6,340.98,317.34,367.98,1.5,2024-12-11,340.27,2024-12-13,317.19,293,99699,3,2,-1.01,0,-6762
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2024-12-16,328.4,328.4,331.68,308.7,357.96,1.5,2024-12-17,325.56,2024-12-23,316.24,307,99948,5,6,-0.55,0.65,-2862
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-06-06,317.6,317.6,320.78,298.54,346.18,1.5,2025-06-09,319.36,2025-06-13,340.33,313,99960,5,4,1.01,1.15,6564
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2025-07-01,324.8,324.8,328.05,305.31,354.03,1.5,2025-07-02,328.21,2025-07-07,353.87,304,99777,4,5,1.12,1.68,7800
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,NEUTRAL,MEDIUM,Support,2025-08-22,423.9,423.9,428.14,398.47,451.69,1.09,2025-08-25,422.21,2025-09-01,429.79,236,99642,5,7,0.32,0.88,1787
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support×2,2025-09-11,418.2,418.2,422.38,393.11,451.69,1.33,2025-09-12,418.51,2025-09-18,398,238,99605,5,6,-0.81,0.5,-4881
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-10-17,414.6,414.6,418.75,389.72,451.69,1.49,2025-10-20,418.31,2025-10-27,429.69,239,99976,5,7,0.4,0.5,2719
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2025-12-02,464.2,464.2,468.84,436.35,505.98,1.5,2025-12-03,459.83,2025-12-03,436.13,217,99783,1,0,-1.01,0.1,-5142
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2025-12-15,432.3,432.3,436.62,406.36,451.69,0.75,2025-12-16,432.22,2025-12-16,451.47,231,99842,1,0,0.74,1.21,4449
THYROCARE,INE594H01019,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-12-17,442.1,442.1,446.52,415.57,481.89,1.5,2025-12-18,443.17,2025-12-24,452.67,225,99714,5,6,0.34,0.64,2138
THYROCARE,INE594H01019,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2025-12-26,460.55,460.55,465.16,432.92,502,1.5,2025-12-29,460.78,2026-01-02,458.97,217,99989,5,4,-0.06,0.1,-393
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support + Pullback,2021-01-04,163.4,163.4,165.03,153.6,170.06,0.68,2021-01-05,165.03,2021-01-11,158.87,605,99845,5,6,-0.54,0.08,-3728
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback + Support,2021-01-14,161.5,161.5,163.12,151.81,166.67,0.53,2021-01-15,161.58,2021-01-21,159.77,618,99857,5,6,-0.19,0.1,-1119
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-01-25,158.95,158.95,160.54,149.41,173.26,1.5,2021-01-27,159.13,2021-02-02,150.87,628,99933,5,6,-0.85,0.44,-5184
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2021-03-18,173.6,173.6,175.34,163.18,189.22,1.5,2021-03-19,173.14,2021-03-25,172.66,577,99900,5,6,-0.05,0.52,-273
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Pullback,2021-04-09,180.6,180.6,182.41,169.76,196.85,1.5,2021-04-12,178.04,2021-04-12,169.67,561,99880,1,0,-1.01,0,-4698
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2021-04-13,172.2,172.2,173.92,161.87,187.7,1.5,2021-04-15,171.09,2021-04-19,161.77,584,99914,3,4,-1.01,0.07,-5441
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2021-04-20,169.5,169.5,171.2,159.33,184.76,1.5,2021-04-22,170.08,2021-04-22,184.66,587,99840,1,0,1.35,2.32,8554
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Support,2021-04-23,184.8,184.8,186.65,173.71,201.43,1.5,2021-04-26,186.74,2021-04-30,172.91,535,99908,5,4,-1.06,0.25,-7399
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2021-05-20,188,188,189.88,176.72,204.92,1.5,2021-05-21,187.79,2021-05-27,188.81,532,99906,5,6,0.09,1,538
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2021-05-28,187.15,187.15,189.02,175.92,193.41,0.56,2021-05-31,189.09,2021-06-04,186.06,528,99842,5,4,-0.23,0.27,-1604
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support + Pullback,2021-07-26,224.8,224.8,227.05,211.31,239.52,1.09,2021-07-27,227.16,2021-07-29,239.38,440,99952,3,2,0.77,2.25,5375
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-11,245.55,245.55,248.01,230.82,267.65,1.5,2021-08-13,248.12,2021-08-16,230.68,403,99994,2,3,-1.01,0.84,-7028
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2021-08-17,229.15,229.15,231.44,215.4,239.52,0.75,2021-08-18,230.62,2021-08-23,215.29,433,99856,3,5,-1.01,0.46,-6635
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2021-11-17,255.3,255.3,257.85,239.98,278.28,1.5,2021-11-18,257.98,2021-11-25,252.37,387,99838,5,7,-0.31,0.37,-2169
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Pullback,2021-11-29,252.95,252.95,255.48,237.77,275.72,1.5,2021-11-30,255.63,2021-12-06,250.32,391,99950,5,6,-0.3,0.13,-2073
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2022-01-04,243.8,243.8,246.24,229.17,265.74,1.5,2022-01-05,245.12,2022-01-11,243.73,407,99765,5,6,-0.09,0.18,-568
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2022-01-21,247.55,247.55,250.03,232.7,269.83,1.5,2022-01-24,250.18,2022-01-31,247.88,399,99820,5,7,-0.13,0.18,-917
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2022-02-15,233.15,233.15,235.48,219.16,254.13,1.5,2022-02-16,235.62,2022-02-22,234.28,424,99902,5,6,-0.08,0.36,-566
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2022-04-29,281.85,281.85,284.67,264.94,307.22,1.5,2022-05-02,280.14,2022-05-09,276.31,356,99730,5,7,-0.25,0.78,-1363
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2022-11-09,298.6,298.6,301.59,280.68,325.47,1.5,2022-11-10,299.65,2022-11-17,310.29,333,99783,6,7,0.56,0.97,3545
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2022-11-30,295.85,295.85,298.81,278.1,322.48,1.5,2022-12-01,297.45,2022-12-07,296.7,336,99943,5,6,-0.04,0.88,-251
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2022-12-12,287,287,289.87,269.78,312.83,1.5,2022-12-13,289.14,2022-12-19,298.3,345,99755,5,6,0.47,0.56,3159
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-06-14,316.2,316.2,319.36,297.23,344.66,1.5,2023-06-15,317.56,2023-06-22,320.24,314,99713,6,7,0.13,0.26,842
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-06-23,319.95,319.95,323.15,300.75,348.75,1.5,2023-06-26,320.11,2023-07-04,319.94,312,99874,6,8,-0.01,0.12,-53
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-07-05,320.4,320.4,323.6,302.65,347.02,1.5,2023-07-06,320.16,2023-07-14,322.99,312,99890,7,8,0.16,0.85,882
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2023-07-17,324.75,324.75,328,305.27,353.98,1.5,2023-07-18,322.16,2023-07-26,319.79,310,99870,7,8,-0.14,0.18,-735
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support + Pullback,2023-07-27,321,321,324.21,304.13,346.3,1.5,2023-07-28,319.16,2023-08-01,346.13,313,99897,3,4,1.79,1.89,8441
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Pullback,2023-08-17,335.35,335.35,338.7,315.23,365.53,1.5,2023-08-18,337.17,2023-08-28,341.93,296,99802,7,10,0.22,0.34,1409
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2023-09-22,347.75,347.75,351.23,326.89,379.05,1.5,2023-09-25,348.97,2023-09-29,357.42,286,99807,5,4,0.38,0.95,2416
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,NEUTRAL,MEDIUM,Support,2023-10-16,360.9,360.9,364.51,339.25,393.38,1.5,2023-10-17,362.93,2023-10-25,361.12,275,99806,6,8,-0.08,0.51,-498
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support×2,2023-11-16,366.3,366.3,369.96,344.32,399.27,1.5,2023-11-17,368.98,2023-11-24,365.42,271,99995,6,7,-0.14,0.23,-967
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Support,2024-01-04,366.9,366.9,370.57,345.11,399.59,1.5,2024-01-05,368.78,2024-01-15,368.12,271,99941,7,10,-0.03,0.16,-181
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-09-23,412.7,412.7,416.83,387.94,427.14,0.58,2024-09-24,414.31,2024-09-27,426.94,241,99848,4,3,0.48,0.63,3044
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,BULL,MEDIUM,Support,2024-10-01,416,416,420.16,391.04,453.44,1.5,2024-10-03,416.21,2024-10-08,453.22,240,99890,4,5,1.47,1.5,8884
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support×2,2024-10-22,412.8,412.8,416.93,388.03,427.14,0.58,2024-10-23,416.21,2024-10-23,426.94,240,99890,1,0,0.38,1.2,2575
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,BEAR,MEDIUM,Pullback,2025-02-12,511.55,511.55,516.67,480.86,557.59,1.5,2025-02-13,510,2025-02-17,480.61,196,99961,3,4,-1.01,0.31,-5761
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,NEUTRAL,MEDIUM,Support,2025-04-07,519.25,519.25,524.44,488.1,565.98,1.5,2025-04-08,524.26,2025-04-15,565.72,190,99610,4,7,1.15,1.98,7876
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,TIME,BULL,MEDIUM,Pullback,2025-04-30,562.45,562.45,568.07,528.7,613.07,1.5,2025-05-02,565.53,2025-05-08,557.67,176,99534,5,6,-0.21,0.83,-1384
HCG,INE075I01017,pharma-healthcare,DEEP,NO_FILL,,,,,2025-05-09,,,,,,,,,,,,,,,,,
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,BULL,MEDIUM,Support,2025-05-26,560.1,560.1,565.7,526.49,610.51,1.5,2025-05-27,563.08,2025-05-27,526.24,177,99665,1,0,-1.01,0,-6522
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-06-02,549,549,554.49,516.06,598.41,1.5,2025-06-03,545.42,2025-06-09,554.07,183,99812,5,6,0.29,0.53,1583
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TIME,BULL,MEDIUM,Support,2025-06-24,533.95,533.95,539.29,501.91,582.01,1.5,2025-06-25,532.22,2025-07-02,534.43,187,99524,6,7,0.07,0.85,415
HCG,INE075I01017,pharma-healthcare,DEEP,WIN,TARGET,BULL,HIGH,Pullback + Reversal,2025-07-23,569.9,569.9,575.6,535.71,621.19,1.5,2025-07-24,572.24,2025-07-30,620.89,174,99569,5,6,1.33,1.48,8466
HCG,INE075I01017,pharma-healthcare,DEEP,LOSS,SL,NEUTRAL,MEDIUM,Pullback,2025-09-15,681.95,681.95,688.77,641.03,743.33,1.5,2025-09-16,686.34,2025-09-18,640.73,145,99520,3,2,-1.01,0.16,-6614
