stock,isin,sector,timeframe,mode,status,exit_reason,regime,fib_class,zoi_position,signal_date,signal_close,planned_entry,stop_loss,target,entry_date,entry_fill,exit_date,exit_fill,shares,capital_deployed,hold_trading_bars,hold_calendar_days,R_multiple,mfe_R,pnl_rupees
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BEAR,,FAR_ABOVE_DEMAND,2019-08-19,466.3,466.3,317.34,764.25,2019-08-26,466.53,2019-10-10,561.22,214,99838,30,45,0.63,0.93,20263
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2020-06-22,401.15,401.15,284.36,634.75,2020-06-29,391.2,2020-08-07,407.05,255,99755,30,39,0.15,0.42,4042
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2020-08-03,407.25,407.25,286.33,649.1,2020-08-10,402.2,2020-09-18,514.89,248,99746,30,39,0.97,1.23,27947
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,NO_FILL,,,,,2020-09-21,,,,,,,,,,,,,,,
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,NO_FILL,,,,,2020-11-23,,,,,,,,,,,,,,,
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2020-12-01,671.1,671.1,513.03,987.25,2020-12-08,671.44,2021-01-19,769.12,148,99372,30,42,0.62,0.65,14457
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2021-01-18,836.45,836.45,580.82,1347.7,2021-01-25,836.87,2021-03-08,996.95,119,99587,30,42,0.63,0.67,19050
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2021-03-08,999.7,999.7,794.2,1410.7,2021-03-15,1000.2,2021-04-29,932.88,99,99020,30,45,-0.33,0.05,-6664
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2021-06-07,1021.85,1021.85,793.61,1478.35,2021-06-14,1022.36,2021-07-26,1004.15,97,99169,30,42,-0.08,0.14,-1767
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2021-08-16,1075.2,1075.2,792.6,1640.4,2021-08-23,1075.74,2021-10-04,1196.3,92,98968,30,42,0.43,0.69,11092
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,SL,BULL,,RECOVERY_ABOVE_DEMAND,2021-10-04,1242.7,1242.7,1122.96,1482.2,2021-10-12,1243.32,2021-11-22,1122.39,80,99466,27,41,-1,0.93,-9675
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BEAR,,FAR_ABOVE_DEMAND,2021-12-13,1239.05,1239.05,786.63,2143.9,2021-12-20,1225.61,2022-01-31,1336.88,81,99275,30,42,0.25,0.34,9013
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2022-04-18,1051.2,1051.2,785.17,1583.25,2022-04-25,1045.52,2022-06-06,998.25,95,99325,30,42,-0.18,0.18,-4491
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,NEUTRAL,,NEAR_ABOVE_DEMAND_UP,2022-07-04,1027.5,1027.5,875.98,1330.55,2022-07-11,1014.51,2022-08-23,1174.31,98,99422,30,43,1.15,1.44,15661
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2022-11-28,1185.45,1185.45,989.69,1576.95,2022-12-05,1177.84,2023-01-13,1117.54,84,98938,30,39,-0.32,0.18,-5065
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BEAR,,NEAR_ABOVE_DEMAND_UP,2023-01-09,1118.1,1118.1,989.36,1375.6,2023-01-16,1118.66,2023-02-27,1075.81,89,99561,30,42,-0.33,0.05,-3813
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BEAR,,INSIDE_DEMAND_UP,2023-03-06,1083.2,1083.2,992.75,1264.1,2023-03-13,1071.59,2023-04-27,1100.5,93,99657,30,45,0.37,0.86,2689
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2023-05-08,1174.9,1174.9,993.62,1537.45,2023-05-15,1175.49,2023-06-23,1261.62,85,99916,30,39,0.47,0.82,7321
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2023-07-17,1434.9,1434.9,1105.03,2094.65,2023-07-24,1431.72,2023-09-04,1462.62,69,98788,30,42,0.09,0.28,2132
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2023-11-13,1280.55,1280.55,1105.55,1630.55,2023-11-20,1281.19,2024-01-02,1296.8,78,99933,30,43,0.09,0.92,1218
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2024-01-15,1379.9,1379.9,1105.37,1928.95,2024-01-23,1378.69,2024-03-04,1284.21,72,99266,30,41,-0.35,0.12,-6803
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2024-05-21,1274.05,1274.05,1112.41,1597.35,2024-05-29,1258.63,2024-07-10,1427.74,79,99432,30,42,1.16,1.79,13359
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2024-07-08,1389.8,1389.8,1086.14,1997.1,2024-07-15,1390.49,2024-08-27,1354.07,71,98725,30,43,-0.12,0.51,-2586
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,SL,BULL,,FAR_ABOVE_DEMAND,2024-09-16,1503.3,1503.3,1302.35,1905.2,2024-09-23,1504.05,2024-10-22,1301.7,66,99267,21,29,-1,0.37,-13355
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,NO_FILL,,,,,2025-05-12,,,,,,,,,,,,,,,
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2025-05-19,994.05,994.05,741.98,1498.2,2025-05-26,994.55,2025-07-04,1149.72,100,99455,30,39,0.61,0.62,15518
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2025-06-30,1150.3,1150.3,987.68,1475.55,2025-07-07,1142.67,2025-08-18,1282.06,87,99412,30,42,0.9,1.16,12127
KAJARIACER,INE217B01036,cement-construction,1w,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_UP,2025-10-20,1208.7,1208.7,1133.53,1359.05,2025-10-27,1209.3,2025-11-06,1132.98,82,99163,8,10,-1.01,0.36,-6258
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2019-06-03,610.75,610.75,363.75,1104.75,2019-06-10,611.06,2019-07-19,528.79,163,99602,30,39,-0.33,0.05,-13410
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BEAR,NEAR_ABOVE,FAR_ABOVE_DEMAND,2019-08-19,466.3,466.3,317.34,764.25,2019-08-26,466.53,2019-10-10,561.22,214,99838,30,45,0.63,0.93,20263
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,RECOVERED_ABOVE,FAR_ABOVE_DEMAND,2020-06-22,401.15,401.15,284.36,634.75,2020-06-29,391.2,2020-08-07,407.05,255,99755,30,39,0.15,0.42,4042
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2020-08-03,407.25,407.25,286.33,649.1,2020-08-10,402.2,2020-09-18,514.89,248,99746,30,39,0.97,1.23,27947
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,NEUTRAL,SHALLOW,NEAR_ABOVE_DEMAND_UP,2021-04-12,903.7,903.7,483.84,1743.45,2021-04-19,870.54,2021-06-01,965.62,114,99241,30,43,0.25,0.28,10839
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2021-06-14,962.5,962.5,483.84,1919.85,2021-06-21,962.98,2021-08-02,999.95,103,99187,30,42,0.08,0.1,3808
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BEAR,RECOVERED_ABOVE,FAR_ABOVE_DEMAND,2021-12-13,1239.05,1239.05,786.63,2143.9,2021-12-20,1225.61,2022-01-31,1336.88,81,99275,30,42,0.25,0.34,9013
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,NEUTRAL,AT_LOW_UP,FAR_ABOVE_DEMAND,2022-04-18,1051.2,1051.2,785.17,1583.25,2022-04-25,1045.52,2022-06-06,998.25,95,99325,30,42,-0.18,0.18,-4491
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,NEUTRAL,RECOVERED_ABOVE,NEAR_ABOVE_DEMAND_UP,2022-07-04,1027.5,1027.5,875.98,1330.55,2022-07-11,1014.51,2022-08-23,1174.31,98,99422,30,43,1.15,1.44,15661
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BULL,NEAR_ABOVE,NEAR_ABOVE_DEMAND_UP,2022-11-28,1185.45,1185.45,989.69,1576.95,2022-12-05,1177.84,2023-01-13,1117.54,84,98938,30,39,-0.32,0.18,-5065
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BEAR,NEAR_ABOVE,NEAR_ABOVE_DEMAND_UP,2023-01-09,1118.1,1118.1,989.36,1375.6,2023-01-16,1118.66,2023-02-27,1075.81,89,99561,30,42,-0.33,0.05,-3813
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BEAR,NEAR_ABOVE,INSIDE_DEMAND_UP,2023-03-06,1083.2,1083.2,992.75,1264.1,2023-03-13,1071.59,2023-04-27,1100.5,93,99657,30,45,0.37,0.86,2689
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2023-08-14,1461.95,1461.95,1104.87,2176.1,2023-08-21,1462.68,2023-10-03,1348.43,68,99462,30,43,-0.32,0.13,-7769
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,SHALLOW,NEAR_ABOVE_DEMAND_UP,2023-11-13,1280.55,1280.55,761.22,2319.2,2023-11-20,1281.19,2024-01-02,1296.8,78,99933,30,43,0.03,0.31,1218
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2024-01-15,1379.9,1379.9,1105.37,1928.95,2024-01-23,1378.69,2024-03-04,1284.21,72,99266,30,41,-0.35,0.12,-6803
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,RECOVERED_ABOVE,NEAR_ABOVE_DEMAND_UP,2024-05-21,1274.05,1274.05,1112.41,1597.35,2024-05-29,1258.63,2024-07-10,1427.74,79,99432,30,42,1.16,1.79,13359
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2024-07-29,1460.6,1460.6,1085.71,2210.35,2024-08-05,1430.72,2024-09-16,1470.56,69,98719,30,42,0.12,0.18,2750
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,SL,BULL,RECOVERED_ABOVE,FAR_ABOVE_DEMAND,2024-09-16,1503.3,1503.3,1302.35,1905.2,2024-09-23,1504.05,2024-10-22,1301.7,66,99267,21,29,-1,0.37,-13355
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,WIN,TARGET,BULL,IN_POCKET_UP,INSIDE_SUPPLY,2025-05-05,855.75,855.75,822.44,922.35,2025-05-12,856.18,2025-05-15,921.89,116,99317,4,3,1.95,6.56,7622
KAJARIACER,INE217B01036,cement-construction,1w,FIB_ZOI,LOSS,TIME,BULL,SHALLOW,NEAR_ABOVE_DEMAND_UP,2025-10-20,1208.7,1208.7,845.2,1935.7,2025-10-27,1209.3,2025-12-08,1041.28,82,99163,30,42,-0.46,0.07,-13778
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,TIME,BULL,IN_POCKET_UP,,2019-10-24,445.1,445.1,422.85,489.6,2019-10-25,445.32,2019-12-06,438.53,224,99752,30,42,-0.3,1,-1521
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BULL,IN_POCKET_UP,,2019-12-31,410.35,410.35,397.06,436.95,2020-01-01,410.56,2020-01-16,436.73,243,99765,12,15,1.94,4.92,6361
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BULL,IN_POCKET_UP,,2021-06-25,425.9,425.9,404.6,468.5,2021-06-28,426.11,2021-07-13,468.27,234,99710,12,15,1.96,3.25,9864
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,BULL,IN_POCKET_UP,,2021-07-30,471.4,471.4,453.84,506.5,2021-08-02,471.64,2021-08-09,453.62,212,99987,6,7,-1.01,1.37,-3819
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,BULL,IN_POCKET_UP,,2021-11-04,416.75,416.75,395.91,458.45,2021-11-08,416.96,2021-11-26,395.7,239,99653,14,18,-1.01,0.62,-5080
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,NEUTRAL,IN_POCKET_UP,,2022-10-04,419,419,398.05,460.9,2022-10-06,419.21,2022-10-21,460.67,238,99772,12,15,1.96,4.6,9867
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,BEAR,IN_POCKET_UP,,2023-01-16,529.65,529.65,499.84,589.25,2023-01-17,529.91,2023-01-27,499.6,188,99624,8,10,-1.01,0.93,-5699
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,NEUTRAL,IN_POCKET_UP,,2023-04-11,535.45,535.45,504.17,598,2023-04-12,535.72,2023-04-19,503.9,186,99643,5,7,-1.01,0.17,-5918
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BULL,IN_POCKET_UP,,2023-06-28,528.8,528.8,502.36,581.7,2023-06-30,529.06,2023-07-25,581.41,189,99993,18,25,1.96,4.52,9893
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BEAR,IN_POCKET_UP,,2023-10-05,646.85,646.85,614.51,711.55,2023-10-06,647.17,2023-10-20,711.19,154,99665,11,14,1.96,2.35,9859
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BULL,IN_POCKET_UP,,2024-05-07,1206.95,1206.95,1146.6,1327.65,2024-05-08,1207.55,2024-05-21,1326.99,82,99019,10,13,1.96,2.22,9793
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,BULL,IN_POCKET_UP,,2024-07-30,1325.95,1325.95,1281.85,1414.15,2024-07-31,1326.61,2024-08-05,1270.41,75,99496,4,5,-1.26,1.19,-4215
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,BEAR,IN_POCKET_UP,,2024-11-01,1293.65,1293.65,1228.97,1423,2024-11-04,1289.69,2024-11-05,1228.34,77,99306,2,1,-1.01,0,-4725
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TARGET,BEAR,IN_POCKET_UP,,2025-04-15,938.9,938.9,871.03,1074.65,2025-04-16,939.37,2025-04-21,1074.11,106,99573,3,5,1.97,3.36,14283
KPIL,INE220B01022,cement-construction,1d,FIB,LOSS,SL,NEUTRAL,IN_POCKET_UP,,2025-07-21,1185.2,1185.2,1125.94,1303.7,2025-07-22,1185.79,2025-07-28,1125.39,84,99607,5,6,-1.01,0.35,-5074
KPIL,INE220B01022,cement-construction,1d,FIB,WIN,TIME,NEUTRAL,IN_POCKET_UP,,2025-09-25,1255.1,1255.1,1192.34,1380.6,2025-09-26,1251.73,2025-11-11,1252.07,79,98886,30,46,0.01,1.41,27
KPIL,INE220B01022,cement-construction,1d,ZOI,NO_FILL,,,,,2019-03-11,,,,,,,,,,,,,,,
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2019-03-12,427.15,427.15,358.2,565.05,2019-03-13,427.36,2019-04-26,475.71,233,99576,30,44,0.7,1.05,11265
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2019-05-14,459.85,459.85,358.31,662.95,2019-05-15,460.08,2019-06-26,520.49,217,99837,30,42,0.59,0.86,13109
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BEAR,,NEAR_ABOVE_DEMAND_UP,2019-07-15,508.6,508.6,476.57,572.65,2019-07-16,508.85,2019-07-25,476.31,196,99735,8,9,-1.01,0.28,-6378
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2019-12-16,409.2,409.2,358.04,511.55,2019-12-17,409.4,2020-01-28,450.42,244,99895,30,42,0.8,1.32,10009
KPIL,INE220B01022,cement-construction,1d,ZOI,NO_FILL,,,,,2021-05-20,,,,,,,,,,,,,,,
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_UP,2021-07-30,471.4,471.4,446.49,521.2,2021-08-02,471.64,2021-08-10,446.28,212,99987,7,8,-1.01,0.97,-5376
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2021-08-31,411.7,411.7,347.68,539.75,2021-09-01,411.91,2021-10-13,433.33,242,99681,30,42,0.33,0.43,5185
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2021-10-13,433.55,433.55,348.68,603.3,2021-10-18,433.77,2021-11-30,388.21,230,99766,30,43,-0.54,0.22,-10479
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2022-09-13,420.05,420.05,395.82,468.5,2022-09-14,414.06,2022-10-27,461.67,241,99788,30,43,2.61,2.96,11475
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2022-10-27,461.9,461.9,394.89,595.9,2022-10-28,462.13,2022-12-09,531.38,216,99820,30,42,1.03,1.53,14959
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2022-12-09,531.65,531.65,480.31,634.35,2022-12-12,528.41,2023-01-20,553.47,189,99870,30,39,0.52,1.33,4736
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TARGET,BEAR,,NEAR_ABOVE_DEMAND_UP,2023-02-02,505.15,505.15,479.57,556.3,2023-02-03,505.4,2023-03-02,556.02,197,99564,20,27,1.96,3.55,9972
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,TIME,BEAR,,FAR_ABOVE_DEMAND,2023-03-02,560.15,560.15,480.35,719.75,2023-03-03,560.43,2023-04-20,523.04,178,99757,30,48,-0.47,0.46,-6656
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2023-07-25,594.7,594.7,512.25,759.6,2023-07-26,595,2023-09-06,670.16,168,99960,30,42,0.91,1.15,12628
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_UP,2023-09-06,670.5,670.5,629.44,752.6,2023-09-07,670.84,2023-09-22,629.14,149,99954,11,15,-1.01,0.22,-6213
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2023-10-03,649.9,649.9,510.65,928.4,2023-10-04,650.22,2023-11-15,657.67,153,99484,30,42,0.05,0.53,1139
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2023-11-15,658,658,510.07,953.85,2023-11-16,656.63,2023-12-29,708.85,152,99807,30,43,0.36,0.49,7937
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2023-12-29,709.2,709.2,510.21,1107.15,2024-01-01,704.65,2024-02-12,865.72,141,99356,30,42,0.83,1,22710
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-02-14,991.95,991.95,779.33,1417.2,2024-02-15,990.49,2024-03-28,1069.32,100,99049,30,42,0.37,0.82,7882
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,NEAR_ABOVE_DEMAND_UP,2024-04-02,1105.4,1105.4,982.04,1352.1,2024-04-03,1105.95,2024-05-17,1201.2,90,99536,30,44,0.77,1.56,8572
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,FAR_ABOVE_DEMAND,2024-05-17,1201.8,1201.8,983.26,1638.9,2024-05-18,1202.4,2024-06-04,982.76,83,99799,12,17,-1,0.64,-18230
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-06-07,1264.55,1264.55,978.49,1836.65,2024-06-10,1265.18,2024-07-23,1280.36,79,99949,30,43,0.05,0.57,1199
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,BULL,,FAR_ABOVE_DEMAND,2024-07-26,1361.15,1361.15,1029.38,2024.7,2024-07-29,1361.83,2024-09-09,1366.42,73,99414,30,42,0.01,0.26,335
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,TIME,BULL,,FAR_ABOVE_DEMAND,2024-09-10,1386.1,1386.1,1031.99,2094.3,2024-09-11,1386.79,2024-10-23,1229.43,72,99849,30,42,-0.44,0.14,-11330
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TIME,NEUTRAL,,FAR_ABOVE_DEMAND,2024-10-30,1261.1,1261.1,1031.78,1719.75,2024-10-31,1261.63,2024-12-13,1303.25,79,99669,30,43,0.18,0.28,3288
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,NEUTRAL,,FAR_ABOVE_DEMAND,2024-12-13,1303.9,1303.9,1032.87,1845.95,2024-12-16,1304.55,2025-01-27,1032.33,76,99146,30,42,-1,0.18,-20689
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BEAR,,INSIDE_DEMAND_UP,2025-01-30,1027.75,1027.75,983.07,1117.1,2025-01-31,1021.76,2025-02-03,982.56,97,99111,3,3,-1.01,1.61,-3803
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BEAR,,INSIDE_DEMAND_UP,2025-02-05,1040.35,1040.35,983.06,1154.95,2025-02-06,1040.87,2025-02-11,982.56,96,99924,4,5,-1.01,0.38,-5598
KPIL,INE220B01022,cement-construction,1d,ZOI,NO_FILL,,,,,2025-04-11,,,,,,,,,,,,,,,
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_UP,2025-07-09,1200.3,1200.3,1163.17,1274.55,2025-07-10,1200.9,2025-07-25,1162.57,83,99675,12,15,-1.02,1.14,-3182
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,NEUTRAL,,NEAR_ABOVE_DEMAND_UP,2025-08-21,1295.2,1295.2,1208.71,1468.2,2025-08-22,1295.85,2025-09-29,1208.1,77,99780,26,38,-1.01,0.27,-6757
KPIL,INE220B01022,cement-construction,1d,ZOI,WIN,TARGET,BEAR,,NEAR_ABOVE_DEMAND_UP,2025-10-01,1244.3,1244.3,1209.59,1313.7,2025-10-03,1244.92,2025-11-04,1313.04,80,99594,22,32,1.93,2.57,5450
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,RECOVERY_ABOVE_DEMAND,2025-11-04,1314.5,1314.5,1239.76,1463.95,2025-11-06,1315.16,2025-11-13,1239.13,76,99952,6,7,-1.01,0.27,-5778
KPIL,INE220B01022,cement-construction,1d,ZOI,LOSS,SL,BULL,,NEAR_ABOVE_DEMAND_UP,2025-12-10,1168.9,1168.9,1100.98,1304.75,2025-12-11,1169.48,2026-01-12,1100.45,85,99406,22,32,-1.01,0.84,-5868
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2019-03-25,435.05,435.05,358.13,588.9,2019-03-26,435.27,2019-05-10,459.92,229,99676,30,45,0.32,0.84,5645
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TIME,NEUTRAL,BELOW_UP,FAR_ABOVE_DEMAND,2019-05-14,459.85,459.85,358.31,662.95,2019-05-15,460.08,2019-06-26,520.49,217,99837,30,42,0.59,0.86,13109
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,LOSS,TIME,BEAR,SHALLOW,NEAR_ABOVE_DEMAND_UP,2019-07-15,508.6,508.6,314.77,896.25,2019-07-16,508.85,2019-08-28,440.43,196,99735,30,43,-0.35,0.05,-13411
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,LOSS,TIME,BULL,IN_POCKET_UP,NEAR_BELOW_SUPPLY,2019-10-24,445.1,445.1,422.85,489.6,2019-10-25,445.32,2019-12-06,438.53,224,99752,30,42,-0.3,1,-1521
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2019-12-16,409.2,409.2,297.4,632.8,2019-12-17,409.4,2020-01-28,450.42,244,99895,30,42,0.37,0.6,10009
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TARGET,BULL,IN_POCKET_UP,FAR_BELOW_SUPPLY,2021-06-25,425.9,425.9,404.6,468.5,2021-06-28,426.11,2021-07-13,468.27,234,99710,12,15,1.96,3.25,9864
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,LOSS,SL,BULL,IN_POCKET_UP,NEAR_ABOVE_DEMAND_UP,2021-07-30,471.4,471.4,446.49,521.2,2021-08-02,471.64,2021-08-10,446.28,212,99987,7,8,-1.01,0.97,-5376
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TIME,BULL,SHALLOW,FAR_ABOVE_DEMAND,2021-08-31,411.7,411.7,227.76,779.6,2021-09-01,411.91,2021-10-13,433.33,242,99681,30,42,0.12,0.15,5185
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,LOSS,TIME,BULL,RECOVERED_ABOVE,FAR_ABOVE_DEMAND,2021-10-26,437.5,437.5,348.18,616.15,2021-10-27,437.72,2021-12-09,382.21,228,99800,30,43,-0.62,0.07,-12656
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,WIN,TIME,BULL,NEAR_ABOVE,NEAR_ABOVE_DEMAND_UP,2022-09-13,420.05,420.05,395.82,468.5,2022-09-14,414.06,2022-10-27,461.67,241,99788,30,43,2.61,2.96,11475
KPIL,INE220B01022,cement-construction,1d,FIB_ZOI,LOSS,TIME,BULL,SHALLOW,NEAR_ABOVE_DEMAND_UP,2022-11-25,513.85,513.85,448.63,644.3,2022-11-30,514.11,2023-01-10,509.25,194,99737,30,41,-0.07,1.2,-943
