#,FIB_CODE,FIB_DETAIL,ZOI_CODE,OVERLAP,PLAIN_ENGLISH,RECOMMENDATION
396,RECOVERED_ABOVE_POCKET,,NEAR_ABOVE_DEMAND_FALLING,POCKET_ABOVE,"recovered above pocket + just above demand, falling (pocket above zone)",WAIT
397,RECOVERED_ABOVE_POCKET,,NEAR_ABOVE_DEMAND_FALLING,POCKET_BELOW,"recovered above pocket + just above demand, falling (pocket below zone)",WAIT
398,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_DEMAND,OVERLAP,recovered above pocket + far above demand (same price),WAIT
399,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_DEMAND,POCKET_ABOVE,recovered above pocket + far above demand (pocket above zone),WAIT
400,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_DEMAND,POCKET_BELOW,recovered above pocket + far above demand (pocket below zone),WAIT
401,RECOVERED_ABOVE_POCKET,,RECOVERED_INTO_DEMAND_RISING,OVERLAP,recovered above pocket + recovered into demand (same price),WATCH
402,RECOVERED_ABOVE_POCKET,,RECOVERED_INTO_DEMAND_RISING,POCKET_BELOW,recovered above pocket + recovered into demand (pocket below zone),WATCH
403,RECOVERED_ABOVE_POCKET,,RECOVERED_ABOVE_DEMAND_RISING,OVERLAP,recovered above pocket + recovered above demand (same price),WATCH
404,RECOVERED_ABOVE_POCKET,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_ABOVE,recovered above pocket + recovered above demand (pocket above zone),WATCH
405,RECOVERED_ABOVE_POCKET,,RECOVERED_ABOVE_DEMAND_RISING,POCKET_BELOW,recovered above pocket + recovered above demand (pocket below zone),WATCH
406,RECOVERED_ABOVE_POCKET,,BROKE_BELOW_DEMAND,POCKET_BELOW,recovered above pocket + broke below demand (pocket below zone),AVOID
407,RECOVERED_ABOVE_POCKET,,STACKED_DEMAND_RISING,OVERLAP,"recovered above pocket + stacked demand, rising (same price)",WATCH
408,RECOVERED_ABOVE_POCKET,,STACKED_DEMAND_RISING,POCKET_BELOW,"recovered above pocket + stacked demand, rising (pocket below zone)",WATCH
409,RECOVERED_ABOVE_POCKET,,IN_SUPPLY,OVERLAP,recovered above pocket + in supply (same price),AVOID
410,RECOVERED_ABOVE_POCKET,,IN_SUPPLY,POCKET_BELOW,recovered above pocket + in supply (pocket below zone),SKIP
411,RECOVERED_ABOVE_POCKET,,NEAR_BELOW_SUPPLY,POCKET_BELOW,recovered above pocket + just below supply (pocket below zone),SKIP
412,RECOVERED_ABOVE_POCKET,,FAR_BELOW_SUPPLY,POCKET_BELOW,recovered above pocket + supply far overhead (pocket below zone),SKIP
413,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_RISING,OVERLAP,"recovered above pocket + broke above supply, rising (same price)",WATCH
414,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_RISING,POCKET_ABOVE,"recovered above pocket + broke above supply, rising (pocket above zone)",WATCH
415,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_RISING,POCKET_BELOW,"recovered above pocket + broke above supply, rising (pocket below zone)",WATCH
416,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_FALLING,OVERLAP,"recovered above pocket + broke above supply, falling (same price)",AVOID
417,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_ABOVE,"recovered above pocket + broke above supply, falling (pocket above zone)",AVOID
418,RECOVERED_ABOVE_POCKET,,BROKE_ABOVE_SUPPLY_FALLING,POCKET_BELOW,"recovered above pocket + broke above supply, falling (pocket below zone)",AVOID
419,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_SUPPLY,OVERLAP,recovered above pocket + far above broken supply (same price),WAIT
420,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_SUPPLY,POCKET_ABOVE,recovered above pocket + far above broken supply (pocket above zone),WAIT
421,RECOVERED_ABOVE_POCKET,,FAR_ABOVE_SUPPLY,POCKET_BELOW,recovered above pocket + far above broken supply (pocket below zone),WAIT
422,RECOVERED_ABOVE_POCKET,,BETWEEN_ZONES,NO_ZONE,recovered above pocket + no zone nearby (no zone),SKIP
